question,answer_llm,answer_orig,document
"Does the certificate name also show up on the public leaderboard, or is that a different field?","No — it’s a different field.

The **certificate name** only appears on your certificate. The **public leaderboard** uses your separate **display name/nickname**, which is anonymous by default.","No. The certificate name only appears on your certificate — it isn't published online or shared with third parties. The public leaderboard uses your separate display name instead, which is a random nickname (like “Lucid Elbakyan”) and anonymous by default.

You can set both in “Edit Course Profile”: the first field is your public nickname for the leaderboard, and the second is the official name printed on your certificate. This lets you keep your real name off the public leaderboard while still having it on the certificate.",651ba06b34
How do I keep my real name off the leaderboard but still have it on the certificate?,"Use **Edit Course Profile** and set:

- **First field:** a public nickname/display name for the leaderboard
- **Second field:** your official name for the certificate

Your real name will **only** appear on the certificate, not on the public leaderboard.","No. The certificate name only appears on your certificate — it isn't published online or shared with third parties. The public leaderboard uses your separate display name instead, which is a random nickname (like “Lucid Elbakyan”) and anonymous by default.

You can set both in “Edit Course Profile”: the first field is your public nickname for the leaderboard, and the second is the official name printed on your certificate. This lets you keep your real name off the public leaderboard while still having it on the certificate.",651ba06b34
"In the course profile, which name is the public nickname and which one is printed on the certificate?","The **first field** is the **public nickname/display name** for the leaderboard, and the **second field** is the **official name printed on the certificate**.","No. The certificate name only appears on your certificate — it isn't published online or shared with third parties. The public leaderboard uses your separate display name instead, which is a random nickname (like “Lucid Elbakyan”) and anonymous by default.

You can set both in “Edit Course Profile”: the first field is your public nickname for the leaderboard, and the second is the official name printed on your certificate. This lets you keep your real name off the public leaderboard while still having it on the certificate.",651ba06b34
"Is the certificate name private, or can other students and third parties see it?",The certificate name is private. It only appears on your certificate and is not published online or shared with third parties. Other students will see your separate public display name on the leaderboard instead.,"No. The certificate name only appears on your certificate — it isn't published online or shared with third parties. The public leaderboard uses your separate display name instead, which is a random nickname (like “Lucid Elbakyan”) and anonymous by default.

You can set both in “Edit Course Profile”: the first field is your public nickname for the leaderboard, and the second is the official name printed on your certificate. This lets you keep your real name off the public leaderboard while still having it on the certificate.",651ba06b34
Why doesn’t this course start with LangChain instead of building everything by hand first?,"Because the course is designed to teach the core RAG building blocks first: prompting, retrieval, indexing, and evaluation. LangChain is a framework that automates some of those pieces, but it’s easier to use well after you understand what it’s doing under the hood.

A good analogy is learning HTML, CSS, and JavaScript before moving to React or Angular.","LangChain is a framework for building LLM-powered apps. In this course, we first build the core pieces ourselves: prompting, retrieval, indexing, and evaluation.

Think of it like learning HTML, CSS, and JavaScript before using React or Angular. Frameworks are easier to use well once you understand what they automate.",b7cdde6b25
"What’s the reason we learn prompting, retrieval, indexing, and evaluation before using a framework like LangChain?","Because those are the core building blocks that LangChain automates. The course wants you to understand how prompting, retrieval, indexing, and evaluation work first, so you can use a framework like LangChain effectively instead of treating it like a black box.

It’s like learning HTML, CSS, and JavaScript before React or Angular.","LangChain is a framework for building LLM-powered apps. In this course, we first build the core pieces ourselves: prompting, retrieval, indexing, and evaluation.

Think of it like learning HTML, CSS, and JavaScript before using React or Angular. Frameworks are easier to use well once you understand what they automate.",b7cdde6b25
Is LangChain being avoided in the course because it’s not important for RAG apps?,"No. The course isn’t avoiding LangChain because it’s unimportant for RAG apps.

The idea is to first learn the core RAG building blocks yourself—prompting, retrieval, indexing, and evaluation—before using a framework. LangChain is a framework for building LLM apps, and once you understand the fundamentals, it becomes easier to use frameworks well.","LangChain is a framework for building LLM-powered apps. In this course, we first build the core pieces ourselves: prompting, retrieval, indexing, and evaluation.

Think of it like learning HTML, CSS, and JavaScript before using React or Angular. Frameworks are easier to use well once you understand what they automate.",b7cdde6b25
Do I really need to understand the basics first before I can use LangChain effectively?,"Yes — the course recommends understanding the basics first before using LangChain effectively.

The idea is to learn the core pieces yourself first, like prompting, retrieval, indexing, and evaluation, because frameworks are easier to use well once you understand what they automate.","LangChain is a framework for building LLM-powered apps. In this course, we first build the core pieces ourselves: prompting, retrieval, indexing, and evaluation.

Think of it like learning HTML, CSS, and JavaScript before using React or Angular. Frameworks are easier to use well once you understand what they automate.",b7cdde6b25
"How is learning the core RAG pieces on our own similar to learning HTML, CSS, and JavaScript before React or Angular?","Learning the core RAG pieces on your own is similar because, just like HTML/CSS/JavaScript give you the fundamentals of how web apps work before you use React or Angular, building prompting, retrieval, indexing, and evaluation yourself helps you understand what RAG frameworks automate. Once you know the basics, frameworks become much easier to use well.","LangChain is a framework for building LLM-powered apps. In this course, we first build the core pieces ourselves: prompting, retrieval, indexing, and evaluation.

Think of it like learning HTML, CSS, and JavaScript before using React or Angular. Frameworks are easier to use well once you understand what they automate.",b7cdde6b25
Why do I get an OpenAI API error about insufficient credits when I run responses.create?,"You’re likely hitting an OpenAI billing/quota issue. The course notes say this can happen when `responses.create` returns:

```text
OpenAI API Error: Insufficient credits
```

This means your OpenAI account does not have enough API credits or quota. To fix it:

1. Add credits to your OpenAI account.
2. Make sure you’re using a model available to your account in `responses.create(...)`.
3. If needed, recreate your API key after adding credits and update it locally.

If you want, I can also help you distinguish this from a 429 rate-limit error.","You may receive the following error when running the OpenAI `responses.create` command due to insufficient credits in your OpenAI account:

```
OpenAI API Error: Insufficient credits
```",f5df151c59
Is the responses.create command failing because my OpenAI account has no credits left?,"Yes — if you’re using OpenAI directly, `responses.create` can fail when your account has insufficient credits. The error you might see is:

```text
OpenAI API Error: Insufficient credits
```

You’ll need to add billing/credits to your OpenAI account and then try again.","You may receive the following error when running the OpenAI `responses.create` command due to insufficient credits in your OpenAI account:

```
OpenAI API Error: Insufficient credits
```",f5df151c59
What does it mean if OpenAI returns an Insufficient credits error on responses.create?,"It means your OpenAI account doesn’t have enough credits/quota to run the request.

The error can look like:

```text
OpenAI API Error: Insufficient credits
```

To fix it, add credits/billing to your OpenAI account and make sure your API key/model are valid.","You may receive the following error when running the OpenAI `responses.create` command due to insufficient credits in your OpenAI account:

```
OpenAI API Error: Insufficient credits
```",f5df151c59
How can I fix the error that appears when using OpenAI responses.create and it says I don’t have enough credits?,"If you’re seeing **“Insufficient credits”** with `responses.create`, it usually means your OpenAI account doesn’t have enough billing credit.

### Fix
1. **Add credits / enable billing** in your OpenAI account.
   - Go to: https://platform.openai.com/settings/organization/billing/overview
   - Add at least a small balance (for example, **$5**).

2. **Make sure you’re using a model available to your account** in `responses.create(...)`.

3. **You may need to create a new API key** after adding credits and update it locally.

If you were actually using **OpenRouter** through the OpenAI-compatible API, then the fix is slightly different: set a lower `max_output_tokens`, for example:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

If it still fails, double-check your `.env` and model/endpoint settings.","You may receive the following error when running the OpenAI `responses.create` command due to insufficient credits in your OpenAI account:

```
OpenAI API Error: Insufficient credits
```",f5df151c59
Why is my OpenAI responses.create call not working and showing an insufficient credits message?,"It’s usually because your API account doesn’t have enough credits or quota.

If you’re using OpenAI directly, an insufficient quota typically shows as a 429 error and you need to add billing/credits to your OpenAI account.

If you’re using OpenRouter through `responses.create()`, the call can fail with a 402/insufficient credits message if you don’t set a reasonable `max_output_tokens`, because OpenRouter checks the maximum possible output up front. Fix it by lowering the limit, for example:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

Also make sure your `.env` points to the right endpoint and model, for example OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

If it still fails, check your remaining credits/limits in OpenRouter or add credits to your OpenAI account.","You may receive the following error when running the OpenAI `responses.create` command due to insufficient credits in your OpenAI account:

```
OpenAI API Error: Insufficient credits
```",f5df151c59
"Why am I getting a 429 RateLimitError from OpenAI, even though my code looks fine?","You’re getting a 429 `RateLimitError` because it may not be a code issue at all — it can mean your OpenAI account has **insufficient quota / billing credits**.

In the course context, the common causes are:

- **Your API billing isn’t enabled or funded**
- **You’ve exceeded your current quota**
- **You may need to create a new API key after adding credits**
- **You might be using a model not available on your account**

The fix is:

1. Add credits to your OpenAI account billing.
2. Make sure you’re using a model available to you.
3. Recreate your API key if needed and update it locally.

If the error specifically says `insufficient_quota`, that’s **a billing/quota issue, not a bug in your code**.","```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
"Does OpenAI API have any free quota, or do I need to add billing before using it?","There is no free usage of the OpenAI API. You’ll need to add billing/funds before using it. The context says to add credits via pay-as-you-go, with a minimum of $5.","```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
How can I fix the 'you exceeded your current quota' error on platform.openai.com?,"Add credits to your OpenAI account — there is no free usage of the OpenAI API. Specifically:

1. Go to the billing overview and add at least $5:  
   https://platform.openai.com/settings/organization/billing/overview

2. Recreate your API key after adding credits, if needed, and update it locally.

3. In your `responses.create(...)` call, make sure you use a model available to your account.

After that, rerun your code. If you still get a 429, it may be a rate-limit issue; but the message “you exceeded your current quota” means it’s a billing/quota problem.","```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
"After I add credits, do I need to change anything in my Python code or API key?","You may need to do two things:

1. Re-run your Python command after adding credits.
2. If it still doesn’t work, recreate your API key and update it locally.

Also, make sure your code uses a model available to your account.","```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
What should I check if responses.create with gpt-4o still fails after I top up my account?,"Check that your `.env` is configured correctly for OpenRouter and that you’ve set a reasonable `max_output_tokens` value, e.g. `1024`.

Specifically, verify:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-4o
```

And in your call:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

If it still fails after topping up, also check:

1. Your OpenRouter key’s remaining credits/limits at OpenRouter settings.
2. That you’re using the correct endpoint and model.
3. Prefer a pinned model if needed, instead of a generic route.

If you want, I can help you debug the exact error message next.","```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
How much does it usually cost to use the OpenAI API for this course?,"Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
Do I need to spend a lot of money on OpenAI API calls in this module?,"No, you shouldn’t need to spend a lot. The course says OpenAI API usage should cost very little, and initial usage is usually fractions of a cent. You can also use free or low-cost alternatives instead of OpenAI.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
"What's the minimum I have to add to my OpenAI account, and is that enough for the course?","The minimum you need to add is **$5**.

And **yes, that should be enough for the course** — the context says OpenAI API usage for the course should cost **very little**, with initial usage usually being **fractions of a cent**. Also, you don’t have to use OpenAI at all; free or low-cost alternatives are allowed.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
"Can I get started with the OpenAI API with just a small recharge, like $5?","Yes. The context says you can recharge starting from **$5**, and initial usage is usually **fractions of one cent**, so a small recharge is enough to get started.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
"Will normal API usage for the course be expensive, or is it just tiny fractions of a cent?",Normal API usage for the course should be very cheap — usually just fractions of a cent. You can also recharge starting from $5 if needed.,"Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
"Do I need to pay for the OpenAI API to finish the course homework, or are there free options I can use instead?","No, you don’t need to pay for the OpenAI API to finish the course homework. The course provides free or low-cost alternatives, and you can use other LLM providers instead of OpenAI if you prefer or if OpenAI isn’t available in your region.

You can also use local models or OpenAI-compatible providers, so the homework is designed not to require a paid service.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
"If I don't want to subscribe to OpenAI, what alternatives does the course recommend for the assignments?","The course recommends using free or low-cost alternatives from the course GitHub repo instead of subscribing to OpenAI.

Examples include:
- OpenAI-compatible hosted providers like Groq, OpenRouter, DeepSeek, Gemini, Z.ai, and Mistral
- Open models via Hugging Face, such as Qwen or Llama
- Local model serving with Ollama, vLLM, or LM Studio
- Renting a GPU machine and serving a model yourself if needed

You can also use any provider with an OpenAI-compatible endpoint by changing the `base_url`, API key, and model name.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Can I complete the llm-zoomcamp homework without buying access to OpenAI's API?,"Yes. You do **not** have to buy access to OpenAI’s API to complete the llm-zoomcamp homework. The course says you can use **free or low-cost alternatives** instead, and the homework is designed so a paid service is not required.

If you want, you can check the course repo’s list of OpenAI API alternatives for options like Gemini, Groq, OpenRouter, Azure OpenAI, or local models.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Where can I find the list of low-cost or free API alternatives mentioned in the course repo?,"You can find the list here:

[OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives)

","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
"Is OpenAI API required for Module 1 RAG tasks, or can I use something else?","No — OpenAI API is **not required** for Module 1 RAG tasks. You can use another provider, including OpenAI-compatible services like Groq, OpenRouter, DeepSeek, Gemini, Mistral, or even a local model via Ollama/vLLM/LM Studio. The course code usually just needs a different `base_url`, API key, and model name.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Why do we use uv in the course instead of just pip and virtualenv?,"We use **uv** because it’s **fast and convenient** and acts as an **all-in-one tool**. It replaces a bunch of traditional Python tools like **pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine**, so instead of juggling several tools, you manage Python versions, virtual environments, and dependencies in one place with reproducible lockfiles.

You **don’t have to use uv** — **pip and virtualenv still work fine** — but uv makes setup **simpler and faster**, which is why the course uses it.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
What does uv actually replace in a Python setup?,"`uv` replaces a bunch of separate Python tools in one package/project manager, including:

- `pip`
- `virtualenv`
- `pip-tools`
- `pipx`
- `poetry`
- `pyenv`
- `twine`

So in a typical setup, `uv` can handle Python versions, virtual environments, dependency management, and lockfiles all in one place.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
"Do I have to use uv, or can I still stick with pip and virtualenv?","You’re not required to use `uv` — `pip` and `virtualenv` still work fine.

The course uses `uv` because it’s faster and more convenient, and it combines several tools into one, but you can stick with the traditional Python setup if you prefer.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
Why is uv considered better for managing dependencies and environments?,"`uv` is considered better because it’s **fast** and **all-in-one**.

It can replace several traditional tools at once — like `pip`, `virtualenv`, `pip-tools`, `pipx`, `poetry`, `pyenv`, and `twine` — so you don’t have to juggle multiple commands and tools. It also manages:

- Python versions
- virtual environments
- dependencies
- reproducible lockfiles

The course uses it because it makes setup **simpler and faster**.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
How does uv make the course setup simpler than the usual Python tools?,"`uv` makes the setup simpler by being an all-in-one tool: instead of using separate tools like `pip`, `virtualenv`, `pip-tools`, `pipx`, `poetry`, `pyenv`, and `twine`, you manage Python versions, virtual environments, and dependencies with one fast command and reproducible lockfiles.

So the course setup is simpler because you don’t have to juggle multiple Python tools.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
Why does my Jupyter notebook say OPENAI_API_KEY is missing?,"Make sure you installed and used `python-dotenv`:

```bash
pip install python-dotenv
```

Then load the `.env` file in your notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
How do I load my .env file in a notebook before creating the OpenAI client?,"Use `python-dotenv` and load the file before creating the client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Make sure your `.env` contains `OPENAI_API_KEY=...` exactly, and that you installed `python-dotenv` first:

```bash
pip install python-dotenv
```","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
Do I need python-dotenv for OPENAI_API_KEY to work in Jupyter?,"Yes — in this course, you should use `python-dotenv` to load `OPENAI_API_KEY` in Jupyter.

What to do:
```bash
pip install python-dotenv
```

Then in your notebook, load the `.env` file before creating the OpenAI client:
```python
from dotenv import load_dotenv

load_dotenv()
```

Also make sure your `.env` file contains the exact variable name:
```bash
OPENAI_API_KEY=sk-...
```

If you want, I can also show a minimal working Jupyter example.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
What should I check if the API key variable is still not being detected?,"Check that you exported the **plain `GEMINI_API_KEY`** in the same shell before starting Kestra, and then restart it.

```bash
echo $GEMINI_API_KEY
export GEMINI_API_KEY=""your-gemini-api-key-here""
docker compose up -d
```

If it still isn’t detected, the key is usually **missing, mistyped, or rate-limited**. Also make sure you’re using the plain `GEMINI_API_KEY`, not `SECRET_GEMINI_API_KEY`.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
Is the env variable name supposed to be OPENAI_API_KEY exactly?,Yes — the variable name should be exactly `OPENAI_API_KEY`.,"Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
How do I keep my API keys in a .env file and load them in Python for this course?,"Store your API keys in a `.env` file and load them in Python with `python-dotenv`.

1. Add `.env` to `.gitignore`:
```gitignore
.env
```

2. Create a `.env` file in your project root:
```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

3. Install `python-dotenv` if needed:
```bash
pip install python-dotenv
```

4. Load the variables in Python:
```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```

If you’re using a notebook, call `load_dotenv()` before creating the client.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
"What’s the easiest way to store OpenAI, Groq, or Gemini keys locally without hardcoding them?","The easiest way is to put them in a `.env` file and load them with `python-dotenv`.

Example:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Then in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```

Also add `.env` to `.gitignore` so you don’t commit the keys:

```gitignore
.env
```","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
Do I need to add .env to .gitignore before using python-dotenv in the RAG module?,"Yes. The course recommends adding `.env` to `.gitignore` before using `python-dotenv`, so your API keys are not committed to GitHub:

```gitignore
.env
```

Then you can store your keys in `.env` and load them with `python-dotenv`.","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
What package should I install to read environment variables from a .env file?,"Install **`python-dotenv`**:

```bash
pip install python-dotenv
```

","Store API keys in a `.env` file and load them with `python-dotenv`, as recommended in the course.

Add `.env` to `.gitignore` so keys are never committed:

```gitignore
.env
```

Create a `.env` file:

```bash
OPENAI_API_KEY=sk-...
GROQ_API_KEY=gsk_...
GEMINI_API_KEY=...
```

Install `python-dotenv` if needed:

```bash
pip install python-dotenv
```

Load the keys in Python:

```python
import os
from dotenv import load_dotenv

load_dotenv()

openai_api_key = os.getenv(""OPENAI_API_KEY"")
groq_api_key = os.getenv(""GROQ_API_KEY"")
```",233dabe430
